0.000000	2.052772
0.100000	1.914294
0.200000	1.955566
0.300000	1.962824
0.400000	1.989229
0.500000	1.979056
0.600000	1.873251
0.700000	1.875836
0.800000	1.789872
0.900000	1.842798
1.000000	2.048069
1.100000	1.755497
1.200000	1.814043
1.300000	1.792467
1.400000	1.733556
1.500000	1.949495
1.600000	1.764476
1.700000	1.713770
1.800000	1.708963
1.900000	1.748207
2.000000	1.653775
2.100000	1.661828
2.200000	1.680657
2.300000	1.605035
2.400000	1.747807
2.500000	1.582214
2.600000	1.742643
2.700000	1.844495
2.799999	1.679426
2.899999	1.636073
2.999999	1.711111
3.099999	1.775343
3.199999	1.663667
3.299999	1.832206
3.399999	1.724408
3.499999	1.820347
3.599999	2.024458
3.699999	1.989294
3.799999	2.246229
3.899998	2.409425
3.999998	2.594101
4.099998	2.795386
4.199998	3.102650
4.299998	3.280022
4.399998	3.481504
4.499998	3.805712
4.599998	4.072351
4.699998	4.135094
4.799998	4.402817
4.899998	4.326429
4.999998	4.392357
5.099998	4.367188
5.199997	4.279789
5.299997	4.069968
5.399997	3.953190
5.499997	3.686432
5.599997	3.544187
5.699997	3.209733
5.799997	2.884139
5.899997	2.724445
5.999997	2.479015
6.099997	2.082955
6.199996	2.027002
6.299996	1.967926
6.399996	1.743473
6.499996	1.625885
6.599996	1.527142
6.699996	1.388808
6.799996	1.328443
6.899996	1.335605
6.999996	1.352583
7.099996	1.171112
7.199996	1.313266
7.299995	1.164882
7.399995	1.296792
7.499995	1.302850
7.599995	1.218236
7.699995	1.144033
7.799995	1.214379
7.899995	1.295260
7.999995	1.277055
8.099995	1.244642
8.199995	1.210620
8.299995	1.189037
8.399996	1.307293
8.499996	1.281547
8.599997	1.380274
8.699997	1.411115
8.799997	1.390475
8.899998	1.453492
8.999998	1.518116
9.099998	1.575479
9.199999	1.903167
9.299999	1.716018
9.400000	1.787236
9.500000	1.942128
9.600000	1.961629
9.700001	2.081562
9.800001	2.090080
9.900002	2.205115
10.000002	2.022732
10.100002	2.172035
10.200003	2.146756
10.300003	2.068254
10.400003	2.067905
10.500004	1.937524
10.600004	1.930218
10.700005	1.894090
10.800005	1.851164
10.900005	1.804021
11.000006	1.811266
11.100006	1.628663
11.200006	1.764715
11.300007	1.656650
11.400007	1.609744
11.500008	1.736089
11.600008	1.724467
11.700008	1.664046
11.800009	1.609896
11.900009	1.577906
12.000010	1.642398
12.100010	1.537961
12.200010	1.524260
12.300011	1.365498
12.400011	1.390743
12.500011	1.313052
12.600012	1.294801
12.700012	1.269945
12.800013	1.354149
12.900013	1.194783
13.000013	1.247747
13.100014	1.177522
13.200014	1.310364
13.300014	1.222650
13.400015	1.142199
13.500015	1.371356
13.600016	1.282250
13.700016	1.441088
13.800016	1.468152
13.900017	1.597394
14.000017	1.709347
14.100018	1.873707
14.200018	1.909266
14.300018	2.108877
14.400019	2.274681
14.500019	2.455744
14.600019	2.520043
14.700020	2.707539
14.800020	2.684165
14.900021	2.718645
15.000021	2.812156
15.100021	2.849099
15.200022	2.713353
15.300022	2.755527
15.400023	2.614398
15.500023	2.457321
15.600023	2.369064
15.700024	2.217999
15.800024	2.022965
15.900024	1.870842
16.000025	1.770953
16.100025	1.651757
16.200026	1.534659
16.300026	1.424376
16.400026	1.454778
16.500027	1.306990
16.600027	1.490844
16.700027	1.225934
16.800028	1.248401
16.900028	1.257837
17.000029	1.086265
17.100029	1.097777
17.200029	1.203002
17.300030	1.125236
17.400030	1.078653
17.500031	1.120688
17.600031	1.069623
17.700031	1.181964
17.800032	1.241409
17.900032	1.163145
18.000032	1.275521
18.100033	1.219883
18.200033	1.248629
18.300034	1.283270
18.400034	1.373038
18.500034	1.308311
18.600035	1.155479
18.700035	1.140774
18.800035	1.317756
18.900036	1.156653
19.000036	1.294240
19.100037	1.276874
19.200037	1.297744
19.300037	1.314117
19.400038	1.231733
19.500038	1.279634
19.600039	1.210340
19.700039	1.313939
19.800039	1.280673
19.900040	1.177205
20.000040	1.341227
20.100040	1.310943
20.200041	1.391460
20.300041	1.485044
20.400042	1.411182
20.500042	1.407991
20.600042	1.290984
20.700043	1.281961
20.800043	1.416386
20.900043	1.396243
21.000044	1.427205
21.100044	1.429748
21.200045	1.436317
21.300045	1.364313
21.400045	1.464221
21.500046	1.356784
21.600046	1.348626
21.700047	1.431523
21.800047	1.433218
21.900047	1.546372
22.000048	1.611331
22.100048	1.441485
22.200048	1.502300
22.300049	1.380204
22.400049	1.608775
22.500050	1.521557
22.600050	1.559312
22.700050	1.607811
22.800051	1.566792
22.900051	1.551224
23.000051	1.567008
23.100052	1.609347
23.200052	1.617413
23.300053	1.590904
23.400053	1.529058
23.500053	1.614021
23.600054	1.670502
23.700054	1.694692
23.800055	1.774873
23.900055	1.595130
24.000055	1.749381
24.100056	1.790075
24.200056	1.731220
24.300056	1.741493
24.400057	1.805883
24.500057	1.769075
24.600058	1.700998
24.700058	1.795923
24.800058	1.820886
24.900059	1.810788
