10	10	
0	0	400.0	14.0	200.0	0	0	100.0	0
0	1	400.0	13.8	200.0	0	0	100.0	0
0	2	400.0	13.6	300.0	0	0	100.0	0
0	3	500.0	12.4	200.0	0	0	50.0	50.0
0	4	500.0	12.2	200.0	0	0	50.0	50.0
0	5	600.0	11.0	100.0	0	0	25.0	75.0
0	6	700.0	9.8	100.0	0	0	0	100.0
0	7	800.0	8.6	50.0	0	0	0	100.0
0	8	900.0	7.4	25.0	0	0	0	100.0
0	9	800.0	8.2	50.0	0	0	0	100.0
1	0	400.0	14.1	300.0	0	0	100.0	0
1	1	300.0	14.9	200.0	0	0	100.0	0
1	2	300.0	14.7	200.0	0	0	100.0	0
1	3	400.0	13.5	300.0	0	0	100.0	0
1	4	500.0	12.3	200.0	0	0	50.0	50.0
1	5	500.0	12.1	200.0	0	0	50.0	50.0
1	6	700.0	9.9	100.0	0	0	10.0	90.0
1	7	800.0	8.7	50.0	0	0	0	100.0
1	8	1000.0	6.5	25.0	0	0	0	100.0
1	9	900.0	7.3	50.0	0	0	0	100.0
2	0	300.0	15.2	200.0	0	0	100.0	0
2	1	200.0	16.0	200.0	10.0	90.0	0	0
2	2	200.0	15.8	200.0	10.0	90.0	0	0
2	3	300.0	14.6	200.0	0	0	100.0	0
2	4	400.0	13.4	300.0	0	0	100.0	0
2	5	400.0	13.2	300.0	0	0	100.0	0
2	6	600.0	11.0	200.0	0	0	50.0	50.0
2	7	800.0	8.8	100.0	0	0	0	100.0
2	8	900.0	7.6	50.0	0	0	0	100.0
2	9	800.0	8.4	50.0	0	0	0	100.0
3	0	200.0	16.3	100.0	0	50.0	25.0	25.0
3	1	200.0	16.1	100.0	0	80.0	0	20.0
3	2	100.0	16.9	100.0	25.0	75.0	0	0
3	3	200.0	15.7	100.0	0	0	50.0	50.0
3	4	200.0	15.5	200.0	0	0	100.0	0
3	5	300.0	14.3	200.0	0	0	100.0	0
3	6	400.0	13.1	300.0	0	0	100.0	0
3	7	600.0	10.9	200.0	0	0	50.0	50.0
3	8	700.0	9.7	200.0	0	0	10.0	90.0
3	9	700.0	9.5	200.0	0	0	10.0	90.0
4	0	150.0	16.9	100.0	0	75.0	0	25.0
4	1	150.0	16.7	150.0	25.0	75.0	0	0
4	2	100.0	17.0	150.0	25.0	75.0	0	0
4	3	100.0	16.8	100.0	0	100.0	0	0
4	4	200.0	15.6	200.0	0	50.0	0	50.0
4	5	200.0	15.4	200.0	0	0	25.0	75.0
4	6	300.0	14.2	200.0	0	0	50.0	50.0
4	7	400.0	13.0	300.0	0	0	100.0	0
4	8	400.0	12.8	400.0	0	0	100.0	0
4	9	400.0	12.6	300.0	0	0	100.0	0
5	0	150.0	17.0	50.0	10.0	50.0	0	40.0
5	1	100.0	17.3	100.0	50.0	50.0	0	0
5	2	100.0	17.1	100.0	50.0	50.0	0	0
5	3	150.0	16.4	100.0	50.0	50.0	0	0
5	4	100.0	16.7	100.0	25.0	25.0	0	50.0
5	5	100.0	16.5	200.0	0	25.0	0	75.0
5	6	200.0	15.3	200.0	0	0	25.0	75.0
5	7	300.0	14.1	200.0	0	0	50.0	50.0
5	8	300.0	13.9	200.0	0	0	100.0	0
5	9	300.0	13.7	200.0	0	0	100.0	0
6	0	100.0	17.6	25.0	0	25.0	0	75.0
6	1	100.0	17.4	100.0	50.0	50.0	0	0
6	2	100.0	17.2	150.0	100.0	0	0	0
6	3	100.0	17.0	150.0	100.0	0	0	0
6	4	100.0	16.8	100.0	25.0	25.0	0	50.0
6	5	100.0	16.6	100.0	10.0	50.0	0	40.0
6	6	100.0	16.4	100.0	0	50.0	0	50.0
6	7	100.0	16.2	100.0	0	0	25.0	75.0
6	8	200.0	15.0	100.0	0	0	50.0	50.0
6	9	200.0	14.8	100.0	0	0	50.0	50.0
7	0	100.0	17.7	25.0	0	25.0	0	75.0
7	1	100.0	17.5	50.0	0	25.0	25.0	50.0
7	2	0	18.3	100.0	0	0	0	100.0
7	3	100.0	17.1	100.0	100.0	0	0	0
7	4	100.0	16.9	50.0	50.0	25.0	0	25.0
7	5	100.0	16.7	50.0	25.0	25.0	0	50.0
7	6	200.0	15.5	50.0	0	0	0	100.0
7	7	100.0	16.3	50.0	0	0	0	100.0
7	8	100.0	16.1	50.0	0	0	25.0	75.0
7	9	100.0	15.9	50.0	0	0	0	100.0
8	0	100.0	17.8	25.0	0	0	0	100.0
8	1	100.0	17.6	25.0	0	0	25.0	75.0
8	2	100.0	17.4	25.0	0	0	25.0	75.0
8	3	100.0	17.2	25.0	50.0	50.0	0	0
8	4	100.0	17.0	25.0	25.0	25.0	0	50.0
8	5	100.0	16.8	50.0	0	25.0	0	75.0
8	6	100.0	16.6	50.0	0	25.0	0	75.0
8	7	100.0	16.4	50.0	0	0	0	100.0
8	8	150.0	15.7	50.0	0	0	0	100.0
8	9	100.0	16.0	50.0	0	0	0	100.0
9	0	100.0	17.9	25.0	0	0	0	100.0
9	1	100.0	17.7	25.0	0	0	0	100.0
9	2	100.0	17.5	25.0	0	0	0	100.0
9	3	100.0	17.3	25.0	0	0	0	100.0
9	4	100.0	17.1	25.0	0	0	0	100.0
9	5	100.0	16.9	25.0	0	0	0	100.0
9	6	100.0	16.7	50.0	0	0	0	100.0
9	7	100.0	16.5	50.0	0	0	0	100.0
9	8	100.0	16.3	50.0	0	0	0	100.0
9	9	100.0	16.1	50.0	0	0	0	100.0
